AŃO;MES;PAIS_ORIGEN;CCAA;PROVINCIA;INIDICE_PERCEPCION_TURISTICA_GLOBAL;INDICE_SATISFACCION_PRODUCTOS_TURISTICOS;INDICE_PERCEPCION_SEGURIDAD;INDICE_PERCEPCION_CLIMATICA
2023;10;Suecia;Andalucía;Sevilla;71,58;65,8;100,0;100,0
2023;10;Total;Andalucía;Sevilla;82,66;61,79;91,18;83,05
2023;11;Alemania;Andalucía;Sevilla;64,05;47,4;100,0;100,0
2023;11;Dinamarca;Andalucía;Sevilla;98,5;65,8;100,0;100,0
2023;11;Espańa;Andalucía;Sevilla;74,45;50,19;88,26;94,71
2023;11;Estados Unidos de América;Andalucía;Sevilla;94,13;79,94;88,45;100,0
2023;11;Francia;Andalucía;Sevilla;61,37;20,99;100,0;78,63
2023;11;Italia;Andalucía;Sevilla;96,83;76,0;100,0;100,0
2023;11;Noruega;Andalucía;Sevilla;81,26;65,8;100,0;100,0
2023;11;Portugal;Andalucía;Sevilla;81,09;77,6;100,0;100,0
2023;11;Reino Unido;Andalucía;Sevilla;84,16;71,67;84,12;92,11
2023;11;Suecia;Andalucía;Sevilla;82,35;69,75;100,0;100,0
2023;11;Total;Andalucía;Sevilla;83,95;63,98;91,35;90,87
2023;12;Alemania;Andalucía;Sevilla;74,01;72,16;100,0;100,0
2023;12;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2023;12;Espańa;Andalucía;Sevilla;73,57;47,98;81,23;92,88
2023;12;Estados Unidos de América;Andalucía;Sevilla;84,98;62,36;88,34;91,32
2023;12;Francia;Andalucía;Sevilla;73,75;74,86;92,08;64,62
2023;12;Italia;Andalucía;Sevilla;82,74;65,42;100,0;100,0
2023;12;Noruega;Andalucía;Sevilla;;;100,0;100,0
2023;12;Portugal;Andalucía;Sevilla;85,93;74,2;100,0;100,0
2023;12;Reino Unido;Andalucía;Sevilla;80,97;57,65;85,34;100,0
2023;12;Suecia;Andalucía;Sevilla;;;100,0;100,0
2023;12;Total;Andalucía;Sevilla;88,17;68,81;91,29;93,46
2024;1;Alemania;Andalucía;Sevilla;58,67;18,65;100,0;100,0
2024;1;Dinamarca;Andalucía;Sevilla;92,82;89,41;100,0;100,0
2024;1;Espańa;Andalucía;Sevilla;69,06;34,55;87,72;89,96
2024;1;Estados Unidos de América;Andalucía;Sevilla;76,0;45,48;94,25;91,44
2024;1;Francia;Andalucía;Sevilla;73,93;53,04;100,0;87,5
2024;1;Italia;Andalucía;Sevilla;67,04;55,38;68,33;100,0
2024;1;Noruega;Andalucía;Sevilla;84,99;65,8;100,0;100,0
2024;1;Portugal;Andalucía;Sevilla;88,08;89,41;100,0;100,0
2024;1;Reino Unido;Andalucía;Sevilla;71,86;35,06;90,2;100,0
2024;1;Suecia;Andalucía;Sevilla;66,23;;100,0;100,0
2024;1;Total;Andalucía;Sevilla;86,83;62,05;91,41;90,47
2024;2;Alemania;Andalucía;Sevilla;77,78;65,8;100,0;100,0
2024;2;Dinamarca;Andalucía;Sevilla;86,71;65,8;100,0;100,0
2024;2;Espańa;Andalucía;Sevilla;75,12;47,47;88,74;86,96
2024;2;Estados Unidos de América;Andalucía;Sevilla;93,77;71,51;93,34;100,0
2024;2;Francia;Andalucía;Sevilla;73,89;72,6;84,17;76,42
2024;2;Italia;Andalucía;Sevilla;75,36;61,28;71,55;78,81
2024;2;Noruega;Andalucía;Sevilla;;;100,0;100,0
2024;2;Portugal;Andalucía;Sevilla;80,6;77,6;100,0;100,0
2024;2;Reino Unido;Andalucía;Sevilla;91,23;72,2;91,89;87,92
2024;2;Suecia;Andalucía;Sevilla;88,71;77,77;100,0;100,0
2024;2;Total;Andalucía;Sevilla;86,55;62,86;91,84;87,22
2024;3;Alemania;Andalucía;Sevilla;80,81;65,57;100,0;100,0
2024;3;Dinamarca;Andalucía;Sevilla;99,18;65,8;100,0;100,0
2024;3;Espańa;Andalucía;Sevilla;62,87;40,39;84,43;60,8
2024;3;Estados Unidos de América;Andalucía;Sevilla;83,06;46,07;95,98;82,06
2024;3;Francia;Andalucía;Sevilla;58,86;15,75;92,08;64,62
2024;3;Italia;Andalucía;Sevilla;69,55;16,52;100,0;100,0
2024;3;Noruega;Andalucía;Sevilla;81,46;65,8;100,0;100,0
2024;3;Portugal;Andalucía;Sevilla;80,15;65,24;100,0;100,0
2024;3;Reino Unido;Andalucía;Sevilla;87,29;62,48;88,61;77,38
2024;3;Suecia;Andalucía;Sevilla;89,31;65,8;100,0;100,0
2024;3;Total;Andalucía;Sevilla;80,78;61,59;89,33;72,89
2024;4;Alemania;Andalucía;Sevilla;70,4;56,17;100,0;100,0
2024;4;Dinamarca;Andalucía;Sevilla;74,56;65,8;100,0;100,0
2024;4;Espańa;Andalucía;Sevilla;68,66;35,85;86,86;93,76
2024;4;Estados Unidos de América;Andalucía;Sevilla;84,36;62,54;95,54;100,0
2024;4;Francia;Andalucía;Sevilla;62,3;72,69;74,76;81,2
2024;4;Italia;Andalucía;Sevilla;62,16;32,95;100,0;76,42
2024;4;Noruega;Andalucía;Sevilla;82,73;65,8;100,0;100,0
2024;4;Portugal;Andalucía;Sevilla;74,18;54,38;100,0;100,0
2024;4;Reino Unido;Andalucía;Sevilla;80,44;67,12;78,93;89,54
2024;4;Suecia;Andalucía;Sevilla;;;100,0;100,0
2024;4;Total;Andalucía;Sevilla;81,69;62,61;91,42;90,39
2024;5;Alemania;Andalucía;Sevilla;66,2;34,7;100,0;100,0
2024;5;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2024;5;Espańa;Andalucía;Sevilla;75,86;51,24;86,11;94,09
2024;5;Estados Unidos de América;Andalucía;Sevilla;87,73;67,14;89,77;100,0
2024;5;Francia;Andalucía;Sevilla;55,25;32,13;67,72;100,0
2024;5;Italia;Andalucía;Sevilla;78,27;62,59;69,48;100,0
2024;5;Noruega;Andalucía;Sevilla;76,16;65,8;100,0;100,0
2024;5;Portugal;Andalucía;Sevilla;82,35;76,1;100,0;100,0
2024;5;Reino Unido;Andalucía;Sevilla;88,06;76,04;86,19;84,57
2024;5;Suecia;Andalucía;Sevilla;;;100,0;100,0
2024;5;Total;Andalucía;Sevilla;87,21;66,61;92,69;94,28
2024;6;Alemania;Andalucía;Sevilla;83,43;70,34;100,0;100,0
2024;6;Dinamarca;Andalucía;Sevilla;100,0;89,41;100,0;100,0
2024;6;Espańa;Andalucía;Sevilla;77,2;58,93;82,65;88,11
2024;6;Estados Unidos de América;Andalucía;Sevilla;81,64;66,13;80,02;88,1
2024;6;Francia;Andalucía;Sevilla;71,11;46,08;86,24;59,02
2024;6;Italia;Andalucía;Sevilla;92,05;74,51;100,0;100,0
2024;6;Noruega;Andalucía;Sevilla;95,82;65,8;100,0;100,0
2024;6;Portugal;Andalucía;Sevilla;94,81;77,91;100,0;100,0
2024;6;Reino Unido;Andalucía;Sevilla;87,13;53,54;91,17;93,42
2024;6;Suecia;Andalucía;Sevilla;;;100,0;100,0
2024;6;Total;Andalucía;Sevilla;88,33;62,84;91,33;90,1
2024;7;Alemania;Andalucía;Sevilla;79,82;61,26;100,0;100,0
2024;7;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2024;7;Espańa;Andalucía;Sevilla;80,03;43,66;89,01;97,27
2024;7;Estados Unidos de América;Andalucía;Sevilla;78,78;61,12;58,39;89,67
2024;7;Francia;Andalucía;Sevilla;87,75;62,54;100,0;100,0
2024;7;Italia;Andalucía;Sevilla;98,82;69,44;100,0;100,0
2024;7;Noruega;Andalucía;Sevilla;100,0;89,41;100,0;100,0
2024;7;Portugal;Andalucía;Sevilla;58,32;7,46;100,0;100,0
2024;7;Reino Unido;Andalucía;Sevilla;91,43;50,91;100,0;90,31
2024;7;Suecia;Andalucía;Sevilla;;;100,0;100,0
2024;7;Total;Andalucía;Sevilla;94,4;63,34;92,92;92,13
2024;8;Alemania;Andalucía;Sevilla;90,66;75,1;100,0;100,0
2024;8;Dinamarca;Andalucía;Sevilla;93,68;65,8;100,0;100,0
2024;8;Espańa;Andalucía;Sevilla;75,01;43,88;81,14;97,89
2024;8;Estados Unidos de América;Andalucía;Sevilla;82,69;62,73;79,53;69,51
2024;8;Francia;Andalucía;Sevilla;69,54;36,78;88,18;100,0
2024;8;Italia;Andalucía;Sevilla;80,18;48,61;100,0;100,0
2024;8;Noruega;Andalucía;Sevilla;;;100,0;100,0
2024;8;Portugal;Andalucía;Sevilla;93,95;75,9;100,0;100,0
2024;8;Reino Unido;Andalucía;Sevilla;100,0;73,67;88,07;94,08
2024;8;Suecia;Andalucía;Sevilla;;;100,0;100,0
2024;8;Total;Andalucía;Sevilla;91,95;63,74;88,98;94,4
2024;9;Alemania;Andalucía;Sevilla;95,2;67,24;100,0;100,0
2024;9;Dinamarca;Andalucía;Sevilla;87,19;89,41;100,0;100,0
2024;9;Espańa;Andalucía;Sevilla;72,5;53,17;81,03;95,87
2024;9;Estados Unidos de América;Andalucía;Sevilla;66,4;46,63;54,1;100,0
2024;9;Francia;Andalucía;Sevilla;69,4;58,62;83,54;50,98
2024;9;Italia;Andalucía;Sevilla;61,13;16,45;100,0;100,0
2024;9;Noruega;Andalucía;Sevilla;70,61;66,81;100,0;100,0
2024;9;Portugal;Andalucía;Sevilla;89,65;89,41;100,0;100,0
2024;9;Reino Unido;Andalucía;Sevilla;100,0;76,61;100,0;91,38
2024;9;Suecia;Andalucía;Sevilla;;;100,0;100,0
2024;9;Total;Andalucía;Sevilla;89,08;64,34;91,11;93,12
2024;10;Alemania;Andalucía;Sevilla;72,24;65,8;100,0;100,0
2024;10;Dinamarca;Andalucía;Sevilla;82,86;65,8;100,0;100,0
2024;10;Espańa;Andalucía;Sevilla;61,32;50,69;80,33;71,36
2024;10;Estados Unidos de América;Andalucía;Sevilla;90,78;60,98;89,31;92,04
2024;10;Francia;Andalucía;Sevilla;55,27;71,79;100,0;8,09
2024;10;Italia;Andalucía;Sevilla;66,43;7,88;100,0;100,0
2024;10;Noruega;Andalucía;Sevilla;80,03;89,41;100,0;100,0
2024;10;Portugal;Andalucía;Sevilla;56,4;6,1;100,0;100,0
2024;10;Reino Unido;Andalucía;Sevilla;90,39;78,17;100,0;79,67
2024;10;Suecia;Andalucía;Sevilla;;;100,0;100,0
2024;10;Total;Andalucía;Sevilla;79,82;65,99;88,69;73,56
2024;11;Alemania;Andalucía;Sevilla;69,05;65,24;100,0;100,0
2024;11;Dinamarca;Andalucía;Sevilla;90,7;65,8;100,0;100,0
2024;11;Espańa;Andalucía;Sevilla;63,79;42,42;81,52;85,55
2024;11;Estados Unidos de América;Andalucía;Sevilla;88,95;77,34;88,81;75,0
2024;11;Francia;Andalucía;Sevilla;80,57;77,52;100,0;100,0
2024;11;Italia;Andalucía;Sevilla;87,73;50,8;100,0;100,0
2024;11;Noruega;Andalucía;Sevilla;;;100,0;100,0
2024;11;Portugal;Andalucía;Sevilla;66,84;51,64;100,0;100,0
2024;11;Reino Unido;Andalucía;Sevilla;83,51;54,0;83,38;87,62
2024;11;Suecia;Andalucía;Sevilla;;;100,0;100,0
2024;11;Total;Andalucía;Sevilla;84,22;64,9;91,08;88,4
2024;12;Alemania;Andalucía;Sevilla;59,97;24,1;100,0;100,0
2024;12;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2024;12;Espańa;Andalucía;Sevilla;82,52;58,04;91,51;92,42
2024;12;Estados Unidos de América;Andalucía;Sevilla;91,48;56,08;91,93;87,98
2024;12;Francia;Andalucía;Sevilla;62,44;28,41;100,0;77,68
2024;12;Italia;Andalucía;Sevilla;99,22;77,67;100,0;100,0
2024;12;Noruega;Andalucía;Sevilla;66,5;65,8;100,0;100,0
2024;12;Portugal;Andalucía;Sevilla;89,33;77,6;100,0;100,0
2024;12;Reino Unido;Andalucía;Sevilla;86,98;53,54;77,16;100,0
2024;12;Suecia;Andalucía;Sevilla;;;100,0;100,0
2024;12;Total;Andalucía;Sevilla;90,03;68,54;92,03;90,04
2025;1;Alemania;Andalucía;Sevilla;76,0;81,54;100,0;100,0
2025;1;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2025;1;Espańa;Andalucía;Sevilla;69,99;45,06;79,19;78,92
2025;1;Estados Unidos de América;Andalucía;Sevilla;90,71;71,95;92,7;89,13
2025;1;Francia;Andalucía;Sevilla;65,68;75,44;100,0;50,0
2025;1;Italia;Andalucía;Sevilla;80,67;57,36;100,0;100,0
2025;1;Noruega;Andalucía;Sevilla;;;100,0;100,0
2025;1;Portugal;Andalucía;Sevilla;80,0;65,8;100,0;100,0
2025;1;Reino Unido;Andalucía;Sevilla;75,85;41,1;75,67;90,94
2025;1;Suecia;Andalucía;Sevilla;65,88;65,8;100,0;100,0
2025;1;Total;Andalucía;Sevilla;72,57;44,57;84,9;80,32
2025;2;Alemania;Andalucía;Sevilla;75,76;60,7;100,0;100,0
2025;2;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2025;2;Espańa;Andalucía;Sevilla;76,45;59,13;86,67;88,66
2025;2;Estados Unidos de América;Andalucía;Sevilla;91,55;69,54;90,24;85,47
2025;2;Francia;Andalucía;Sevilla;80,84;70,27;100,0;100,0
2025;2;Italia;Andalucía;Sevilla;91,13;65,85;100,0;100,0
2025;2;Noruega;Andalucía;Sevilla;98,04;65,8;100,0;100,0
2025;2;Portugal;Andalucía;Sevilla;;;100,0;100,0
2025;2;Reino Unido;Andalucía;Sevilla;88,26;62,72;87,38;100,0
2025;2;Suecia;Andalucía;Sevilla;83,26;65,8;100,0;100,0
2025;2;Total;Andalucía;Sevilla;78,62;49,89;86,1;89,43
2025;3;Alemania;Andalucía;Sevilla;;;100,0;100,0
2025;3;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2025;3;Espańa;Andalucía;Sevilla;68,74;47,36;92,52;57,46
2025;3;Estados Unidos de América;Andalucía;Sevilla;86,86;79,2;100,0;90,03
2025;3;Francia;Andalucía;Sevilla;63,22;18,99;100,0;100,0
2025;3;Italia;Andalucía;Sevilla;95,49;78,3;100,0;100,0
2025;3;Noruega;Andalucía;Sevilla;;;100,0;100,0
2025;3;Portugal;Andalucía;Sevilla;79,58;78,59;100,0;100,0
2025;3;Reino Unido;Andalucía;Sevilla;86,64;77,85;83,69;77,25
2025;3;Suecia;Andalucía;Sevilla;100,0;84,0;100,0;100,0
2025;3;Total;Andalucía;Sevilla;74,04;49,52;93,17;64,47
2025;4;Alemania;Andalucía;Sevilla;74,83;78,59;100,0;100,0
2025;4;Dinamarca;Andalucía;Sevilla;87,56;89,41;100,0;100,0
2025;4;Espańa;Andalucía;Sevilla;77,34;59,22;92,9;84,67
2025;4;Estados Unidos de América;Andalucía;Sevilla;85,26;52,85;96,24;100,0
2025;4;Francia;Andalucía;Sevilla;56,68;17,64;85,45;69,56
2025;4;Italia;Andalucía;Sevilla;91,06;74,93;100,0;100,0
2025;4;Noruega;Andalucía;Sevilla;100,0;89,41;100,0;100,0
2025;4;Portugal;Andalucía;Sevilla;74,19;78,59;100,0;100,0
2025;4;Reino Unido;Andalucía;Sevilla;88,32;76,47;86,76;100,0
2025;4;Suecia;Andalucía;Sevilla;82,13;82,2;100,0;100,0
2025;4;Total;Andalucía;Sevilla;78,22;56,81;93,37;83,3
2025;5;Alemania;Andalucía;Sevilla;68,92;75,58;100,0;100,0
2025;5;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2025;5;Espańa;Andalucía;Sevilla;68,75;46,97;90,15;91,87
2025;5;Estados Unidos de América;Andalucía;Sevilla;79,45;69,6;100,0;80,24
2025;5;Francia;Andalucía;Sevilla;52,31;2,89;100,0;100,0
2025;5;Italia;Andalucía;Sevilla;86,3;77,82;100,0;100,0
2025;5;Noruega;Andalucía;Sevilla;96,56;78,59;100,0;100,0
2025;5;Portugal;Andalucía;Sevilla;50,51;;100,0;100,0
2025;5;Reino Unido;Andalucía;Sevilla;84,43;77,35;84,17;100,0
2025;5;Suecia;Andalucía;Sevilla;;;100,0;100,0
2025;5;Total;Andalucía;Sevilla;77,29;54,98;93,56;91,81
2025;6;Alemania;Andalucía;Sevilla;84,43;80,26;100,0;100,0
2025;6;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2025;6;Espańa;Andalucía;Sevilla;79,38;61,12;93,33;90,94
2025;6;Estados Unidos de América;Andalucía;Sevilla;87,88;73,93;88,78;76,54
2025;6;Francia;Andalucía;Sevilla;55,4;29,42;60,85;79,52
2025;6;Italia;Andalucía;Sevilla;74,56;53,8;100,0;100,0
2025;6;Noruega;Andalucía;Sevilla;;;100,0;100,0
2025;6;Portugal;Andalucía;Sevilla;78,42;79,89;100,0;100,0
2025;6;Reino Unido;Andalucía;Sevilla;92,61;76,7;93,95;100,0
2025;6;Suecia;Andalucía;Sevilla;;;100,0;100,0
2025;6;Total;Andalucía;Sevilla;81,97;54,87;93,57;91,89
2025;7;Alemania;Andalucía;Sevilla;86,86;77,33;100,0;100,0
2025;7;Dinamarca;Andalucía;Sevilla;73,8;39,3;100,0;100,0
2025;7;Espańa;Andalucía;Sevilla;77,64;36,88;88,81;96,56
2025;7;Estados Unidos de América;Andalucía;Sevilla;100,0;78,75;100,0;100,0
2025;7;Francia;Andalucía;Sevilla;61,5;7,28;100,0;100,0
2025;7;Italia;Andalucía;Sevilla;86,1;65,95;100,0;100,0
2025;7;Noruega;Andalucía;Sevilla;92,96;89,41;100,0;100,0
2025;7;Portugal;Andalucía;Sevilla;83,26;82,2;100,0;100,0
2025;7;Reino Unido;Andalucía;Sevilla;80,94;55,21;81,28;90,21
2025;7;Suecia;Andalucía;Sevilla;90,47;77,33;100,0;100,0
2025;7;Total;Andalucía;Sevilla;82,85;47,18;91,93;94,98
2025;8;Alemania;Andalucía;Sevilla;100,0;79,16;100,0;100,0
2025;8;Dinamarca;Andalucía;Sevilla;87,85;78,59;100,0;100,0
2025;8;Espańa;Andalucía;Sevilla;74,4;45,25;90,82;89,6
2025;8;Estados Unidos de América;Andalucía;Sevilla;80,97;51,64;78,89;100,0
2025;8;Francia;Andalucía;Sevilla;66,12;12,45;100,0;100,0
2025;8;Italia;Andalucía;Sevilla;100,0;75,32;100,0;100,0
2025;8;Noruega;Andalucía;Sevilla;74,87;77,33;100,0;100,0
2025;8;Portugal;Andalucía;Sevilla;88,17;78,59;100,0;100,0
2025;8;Reino Unido;Andalucía;Sevilla;78,31;18,67;100,0;100,0
2025;8;Suecia;Andalucía;Sevilla;75,04;78,59;100,0;100,0
2025;8;Total;Andalucía;Sevilla;83,27;56,33;91,76;92,53
2025;9;Alemania;Andalucía;Sevilla;95,56;81,12;100,0;100,0
2025;9;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2025;9;Espańa;Andalucía;Sevilla;73,5;50,03;85,94;83,87
2025;9;Estados Unidos de América;Andalucía;Sevilla;76,07;53,96;95,76;73,4
2025;9;Francia;Andalucía;Sevilla;88,65;64,31;100,0;100,0
2025;9;Italia;Andalucía;Sevilla;68,74;20,67;100,0;100,0
2025;9;Noruega;Andalucía;Sevilla;;;100,0;100,0
2025;9;Portugal;Andalucía;Sevilla;;;100,0;100,0
2025;9;Reino Unido;Andalucía;Sevilla;100,0;78,28;95,51;100,0
2025;9;Suecia;Andalucía;Sevilla;;;100,0;100,0
2025;9;Total;Andalucía;Sevilla;82,9;55,72;91,08;91,17
2025;10;Alemania;Andalucía;Sevilla;81,65;79,69;100,0;100,0
2025;10;Dinamarca;Andalucía;Sevilla;90,59;78,59;100,0;100,0
2025;10;Espańa;Andalucía;Sevilla;68,12;51,74;90,19;79,48
2025;10;Estados Unidos de América;Andalucía;Sevilla;86,85;67,03;83,85;100,0
2025;10;Francia;Andalucía;Sevilla;74,71;77,38;60,85;79,52
2025;10;Italia;Andalucía;Sevilla;86,34;77,92;100,0;100,0
2025;10;Noruega;Andalucía;Sevilla;68,17;78,59;100,0;100,0
2025;10;Portugal;Andalucía;Sevilla;48,58;;100,0;100,0
2025;10;Reino Unido;Andalucía;Sevilla;87,64;74,37;90,56;80,24
2025;10;Suecia;Andalucía;Sevilla;;;100,0;100,0
2025;10;Total;Andalucía;Sevilla;76,14;55,32;90,63;82,84
2025;11;Alemania;Andalucía;Sevilla;87,66;78,59;100,0;100,0
2025;11;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2025;11;Espańa;Andalucía;Sevilla;71,28;57,51;88,65;72,46
2025;11;Estados Unidos de América;Andalucía;Sevilla;79,92;63,83;85,64;100,0
2025;11;Francia;Andalucía;Sevilla;81,58;80,13;100,0;100,0
2025;11;Italia;Andalucía;Sevilla;62,64;35,45;100,0;100,0
2025;11;Noruega;Andalucía;Sevilla;;;100,0;100,0
2025;11;Portugal;Andalucía;Sevilla;;;100,0;100,0
2025;11;Reino Unido;Andalucía;Sevilla;76,67;35,1;100,0;100,0
2025;11;Suecia;Andalucía;Sevilla;93,57;78,59;100,0;100,0
2025;11;Total;Andalucía;Sevilla;81,67;61,4;93,5;78,41
2025;12;Alemania;Andalucía;Sevilla;72,88;78,59;100,0;100,0
2025;12;Dinamarca;Andalucía;Sevilla;89,38;78,59;100,0;100,0
2025;12;Espańa;Andalucía;Sevilla;74,75;47,88;89,17;89,8
2025;12;Estados Unidos de América;Andalucía;Sevilla;91,86;69,28;90,39;100,0
2025;12;Francia;Andalucía;Sevilla;65,62;3,78;100,0;100,0
2025;12;Italia;Andalucía;Sevilla;88,28;78,59;100,0;100,0
2025;12;Noruega;Andalucía;Sevilla;;;100,0;100,0
2025;12;Portugal;Andalucía;Sevilla;;;100,0;100,0
2025;12;Reino Unido;Andalucía;Sevilla;89,11;82,26;92,42;84,14
2025;12;Suecia;Andalucía;Sevilla;90,31;89,41;100,0;100,0
2025;12;Total;Andalucía;Sevilla;90,27;66,02;94,43;89,18
2026;1;Alemania;Andalucía;Sevilla;;;100,0;100,0
2026;1;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2026;1;Espańa;Andalucía;Sevilla;;;100,0;100,0
2026;1;Estados Unidos de América;Andalucía;Sevilla;100,0;84,0;100,0;100,0
2026;1;Francia;Andalucía;Sevilla;;;100,0;100,0
2026;1;Italia;Andalucía;Sevilla;;;100,0;100,0
2026;1;Noruega;Andalucía;Sevilla;;;100,0;100,0
2026;1;Portugal;Andalucía;Sevilla;;;100,0;100,0
2026;1;Reino Unido;Andalucía;Sevilla;56,52;;100,0;100,0
2026;1;Suecia;Andalucía;Sevilla;;;100,0;100,0
2026;1;Total;Andalucía;Sevilla;69,44;1,65;100,0;100,0
2026;2;Alemania;Andalucía;Sevilla;70,62;67,49;100,0;100,0
2026;2;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2026;2;Espańa;Andalucía;Sevilla;74,42;56,93;93,74;72,07
2026;2;Estados Unidos de América;Andalucía;Sevilla;89,72;79,99;100,0;100,0
2026;2;Francia;Andalucía;Sevilla;75,22;70,01;100,0;100,0
2026;2;Italia;Andalucía;Sevilla;74,91;56,0;100,0;100,0
2026;2;Noruega;Andalucía;Sevilla;91,24;78,59;100,0;100,0
2026;2;Portugal;Andalucía;Sevilla;85,8;78,59;100,0;100,0
2026;2;Reino Unido;Andalucía;Sevilla;88,84;74,3;100,0;79,71
2026;2;Suecia;Andalucía;Sevilla;;;100,0;100,0
2026;2;Total;Andalucía;Sevilla;79,41;61,53;91,9;73,85
2026;3;Alemania;Andalucía;Sevilla;79,61;84,0;100,0;100,0
2026;3;Dinamarca;Andalucía;Sevilla;83,07;84,0;100,0;100,0
2026;3;Espańa;Andalucía;Sevilla;78,74;60,25;93,2;87,01
2026;3;Estados Unidos de América;Andalucía;Sevilla;76,59;31,18;94,72;88,96
2026;3;Francia;Andalucía;Sevilla;83,67;80,67;100,0;100,0
2026;3;Italia;Andalucía;Sevilla;79,25;18,03;100,0;100,0
2026;3;Noruega;Andalucía;Sevilla;85,67;78,59;100,0;100,0
2026;3;Portugal;Andalucía;Sevilla;86,74;77,33;100,0;100,0
2026;3;Reino Unido;Andalucía;Sevilla;98,08;78,09;94,56;100,0
2026;3;Suecia;Andalucía;Sevilla;;;100,0;100,0
2026;3;Total;Andalucía;Sevilla;82,14;53,34;92,46;90,67
