AŃO;MES;CATEGORIA_ALOJAMIENTO;CCAA;PROVINCIA;PERIODO_ANTELACION;PRECIO_CHECK-IN_ENTRE_SEMANA;PRECIO_CHECK-IN_FIN_SEMANA
2020;10;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;92,0;107,0
2020;10;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;119,0;137,0
2020;10;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;216,0;254,0
2020;11;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;69,0;79,0
2020;11;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;76,0;85,0
2020;11;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;155,0;162,0
2020;11;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;67,0;75,0
2020;11;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;71,0;77,0
2020;11;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;123,0;150,0
2020;11;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;67,0;75,0
2020;11;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;71,0;79,0
2020;11;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;144,0;162,0
2020;11;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;79,0;90,0
2020;11;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;96,0;112,0
2020;11;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;164,0;179,0
2020;12;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;72,0;82,0
2020;12;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;85,0;93,0
2020;12;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;172,0;185,0
2020;12;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;69,0;80,0
2020;12;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;75,0;84,0
2020;12;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;131,0;167,0
2020;12;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;70,0;80,0
2020;12;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;76,0;85,0
2020;12;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;179,0;193,0
2020;12;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;80,0;93,0
2020;12;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;94,0;103,0
2020;12;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;191,0;201,0
2021;1;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;68,0;73,0
2021;1;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;76,0;80,0
2021;1;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;144,0;154,0
2021;1;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;66,0;70,0
2021;1;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;70,0;74,0
2021;1;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;114,0;133,0
2021;1;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;65,0;70,0
2021;1;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;72,0;77,0
2021;1;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;126,0;144,0
2021;1;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;72,0;78,0
2021;1;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;84,0;89,0
2021;1;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;183,0;194,0
2021;2;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;66,0;78,0
2021;2;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;78,0;89,0
2021;2;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;133,0;148,0
2021;2;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;65,0;77,0
2021;2;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;73,0;76,0
2021;2;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;143,0;161,0
2021;2;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;65,0;77,0
2021;2;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;73,0;79,0
2021;2;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;145,0;158,0
2021;2;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;71,0;84,0
2021;2;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;83,0;104,0
2021;2;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;173,0;194,0
2021;3;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;76,0;87,0
2021;3;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;83,0;100,0
2021;3;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;163,0;190,0
2021;3;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;73,0;83,0
2021;3;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;74,0;84,0
2021;3;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;144,0;181,0
2021;3;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;74,0;86,0
2021;3;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;79,0;92,0
2021;3;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;170,0;185,0
2021;3;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;83,0;92,0
2021;3;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;102,0;113,0
2021;3;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;198,0;242,0
2021;4;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;83,0;93,0
2021;4;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;88,0;104,0
2021;4;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;233,0;246,0
2021;4;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;77,0;87,0
2021;4;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;77,0;94,0
2021;4;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;177,0;229,0
2021;4;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;76,0;83,0
2021;4;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;81,0;89,0
2021;4;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;207,0;225,0
2021;4;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;101,0;120,0
2021;4;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;117,0;148,0
2021;4;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;221,0;267,0
2021;5;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;82,0;89,0
2021;5;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;97,0;107,0
2021;5;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;219,0;229,0
2021;5;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;78,0;92,0
2021;5;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;84,0;99,0
2021;5;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;165,0;176,0
2021;5;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;80,0;89,0
2021;5;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;88,0;99,0
2021;5;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;171,0;188,0
2021;5;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;93,0;103,0
2021;5;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;107,0;122,0
2021;5;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;247,0;294,0
2021;6;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;85,0;96,0
2021;6;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;99,0;118,0
2021;6;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;225,0;226,0
2021;6;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;81,0;95,0
2021;6;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;90,0;112,0
2021;6;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;202,0;251,0
2021;6;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;79,0;96,0
2021;6;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;93,0;118,0
2021;6;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;179,0;252,0
2021;6;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;80,0;84,0
2021;6;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;94,0;100,0
2021;6;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;233,0;260,0
2021;7;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;73,0;79,0
2021;7;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;81,0;89,0
2021;7;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;243,0;209,0
2021;7;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;80,0;86,0
2021;7;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;78,0;90,0
2021;7;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;234,0;243,0
2021;7;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;78,0;85,0
2021;7;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;76,0;90,0
2021;7;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;212,0;208,0
2021;7;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;72,0;76,0
2021;7;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;84,0;89,0
2021;7;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;201,0;214,0
2021;8;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;89,0;92,0
2021;8;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;83,0;95,0
2021;8;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;235,0;259,0
2021;8;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;90,0;101,0
2021;8;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;80,0;94,0
2021;8;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;255,0;260,0
2021;8;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;90,0;99,0
2021;8;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;80,0;90,0
2021;8;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;286,0;270,0
2021;8;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;75,0;82,0
2021;8;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;82,0;91,0
2021;8;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;187,0;201,0
2021;9;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;100,0;119,0
2021;9;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;107,0;130,0
2021;9;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;313,0;365,0
2021;9;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;97,0;108,0
2021;9;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;110,0;132,0
2021;9;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;303,0;326,0
2021;9;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;98,0;112,0
2021;9;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;111,0;131,0
2021;9;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;326,0;392,0
2021;9;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;88,0;103,0
2021;9;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;117,0;132,0
2021;9;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;292,0;334,0
2021;10;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;93,0;114,0
2021;10;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;121,0;142,0
2021;10;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;314,0;362,0
2021;10;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;106,0;122,0
2021;10;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;125,0;155,0
2021;10;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;260,0;356,0
2021;10;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;101,0;122,0
2021;10;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;120,0;148,0
2021;10;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;273,0;321,0
2021;10;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;109,0;125,0
2021;10;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;128,0;144,0
2021;10;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;301,0;338,0
2021;11;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;88,0;114,0
2021;11;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;102,0;136,0
2021;11;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;253,0;278,0
2021;11;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;87,0;125,0
2021;11;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;106,0;156,0
2021;11;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;283,0;410,0
2021;11;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;84,0;106,0
2021;11;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;104,0;154,0
2021;11;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;260,0;323,0
2021;11;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;86,0;101,0
2021;11;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;95,0;114,0
2021;11;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;259,0;277,0
2021;12;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;94,0;105,0
2021;12;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;108,0;121,0
2021;12;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;283,0;278,0
2021;12;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;95,0;109,0
2021;12;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;106,0;124,0
2021;12;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;264,0;293,0
2021;12;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;94,0;110,0
2021;12;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;108,0;121,0
2021;12;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;309,0;309,0
2021;12;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;83,0;92,0
2021;12;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;101,0;110,0
2021;12;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;254,0;272,0
2022;1;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;77,0;87,0
2022;1;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;89,0;101,0
2022;1;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;245,0;237,0
2022;1;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;77,0;91,0
2022;1;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;85,0;99,0
2022;1;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;252,0;256,0
2022;1;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;78,0;86,0
2022;1;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;87,0;99,0
2022;1;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;228,0;244,0
2022;1;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;82,0;88,0
2022;1;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;95,0;102,0
2022;1;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;231,0;229,0
2022;2;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;83,0;112,0
2022;2;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;89,0;132,0
2022;2;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;235,0;272,0
2022;2;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;77,0;94,0
2022;2;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;86,0;119,0
2022;2;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;280,0;316,0
2022;2;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;76,0;105,0
2022;2;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;86,0;117,0
2022;2;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;227,0;275,0
2022;2;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;83,0;99,0
2022;2;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;91,0;122,0
2022;2;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;256,0;280,0
2022;3;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;84,0;106,0
2022;3;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;95,0;134,0
2022;3;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;291,0;313,0
2022;3;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;96,0;101,0
2022;3;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;124,0;166,0
2022;3;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;182,0;243,0
2022;3;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;91,0;113,0
2022;3;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;108,0;141,0
2022;3;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;227,0;260,0
2022;3;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;89,0;101,0
2022;3;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;111,0;134,0
2022;3;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;285,0;288,0
2022;4;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;115,0;144,0
2022;4;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;149,0;233,0
2022;4;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;287,0;321,0
2022;4;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;118,0;150,0
2022;4;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;142,0;160,0
2022;4;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;369,0;395,0
2022;4;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;122,0;141,0
2022;4;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;151,0;181,0
2022;4;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;364,0;370,0
2022;4;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;116,0;155,0
2022;4;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;144,0;167,0
2022;4;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;309,0;447,0
2022;5;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;129,0;134,0
2022;5;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;196,0;183,0
2022;5;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;395,0;369,0
2022;5;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;137,0;132,0
2022;5;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;191,0;164,0
2022;5;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;407,0;389,0
2022;5;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;125,0;136,0
2022;5;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;187,0;178,0
2022;5;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;398,0;411,0
2022;5;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;107,0;145,0
2022;5;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;146,0;176,0
2022;5;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;368,0;374,0
2022;6;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;110,0;119,0
2022;6;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;134,0;145,0
2022;6;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;313,0;321,0
2022;6;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;108,0;124,0
2022;6;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;132,0;147,0
2022;6;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;286,0;297,0
2022;6;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;108,0;122,0
2022;6;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;135,0;149,0
2022;6;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;292,0;321,0
2022;6;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;102,0;112,0
2022;6;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;134,0;136,0
2022;6;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;286,0;292,0
2022;7;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;87,0;94,0
2022;7;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;92,0;105,0
2022;7;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;220,0;255,0
2022;7;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;85,0;90,0
2022;7;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;90,0;101,0
2022;7;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;228,0;230,0
2022;7;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;87,0;92,0
2022;7;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;90,0;102,0
2022;7;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;205,0;243,0
2022;7;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;87,0;93,0
2022;7;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;92,0;102,0
2022;7;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;234,0;253,0
2022;8;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;85,0;94,0
2022;8;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;88,0;103,0
2022;8;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;219,0;246,0
2022;8;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;84,0;94,0
2022;8;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;89,0;101,0
2022;8;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;228,0;255,0
2022;8;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;84,0;95,0
